
Date        West     East     DMI(=West-East)
1956:8:16:0 -0.359033 0.0944627 -0.453496
1956:9:16:0 -0.359463 0.0334264 -0.39289
1956:10:16:0 -0.215187 0.0551134 -0.2703
1956:11:16:0 -0.265596 -0.0375874 -0.228008
1956:12:16:0 -0.117358 -0.20453 0.087172
1957:1:16:0 -0.129823 0.116202 -0.246025
1957:2:16:0 -0.171012 0.198883 -0.369895
1957:3:16:0 -0.0420686 -0.0186166 -0.023452
1957:4:16:0 -0.0192293 0.0723155 -0.0915449
1957:5:16:0 0.245735 0.342212 -0.0964771
1957:6:16:0 -0.0828055 0.160643 -0.243449
1957:7:16:0 -0.0737972 0.0889118 -0.162709
1957:8:16:0 0.0583497 0.00550817 0.0528415
1957:9:16:0 -0.132747 -0.151189 0.0184421
1957:10:16:0 -0.117982 0.0123757 -0.130358
1957:11:16:0 0.103655 0.308869 -0.205215
1957:12:16:0 0.0253565 0.0458218 -0.0204653
1958:1:16:0 0.259235 0.474017 -0.214782
1958:2:16:0 0.263951 0.316876 -0.052925
1958:3:16:0 0.0644095 0.266955 -0.202546
1958:4:16:0 0.0624869 0.197777 -0.13529
1958:5:16:0 -0.0213091 0.24447 -0.265779
1958:6:16:0 -0.212924 0.417479 -0.630403
1958:7:16:0 -0.0158223 0.724051 -0.739873
1958:8:16:0 -0.0370308 0.909352 -0.946383
1958:9:16:0 -0.135128 0.762147 -0.897274
1958:10:16:0 -0.0539064 0.514373 -0.56828
1958:11:16:0 -0.0250633 0.364345 -0.389409
1958:12:16:0 0.126178 0.52714 -0.400962
1959:1:16:0 0.351208 0.189151 0.162056
1959:2:16:0 0.262609 0.604742 -0.342132
1959:3:16:0 0.0861556 0.432961 -0.346806
1959:4:16:0 0.0328232 0.182368 -0.149545
1959:5:16:0 -0.0437856 0.463202 -0.506987
1959:6:16:0 -0.220021 0.305112 -0.525133
1959:7:16:0 -0.270404 0.0696066 -0.340011
1959:8:16:0 -0.341615 0.253205 -0.59482
1959:9:16:0 -0.271774 0.163643 -0.435417
1959:10:16:0 -0.0442076 0.151964 -0.196171
1959:11:16:0 0.00670621 0.305085 -0.298379
1959:12:16:0 0.108533 0.22839 -0.119857
1960:1:16:0 0.00301127 0.0445648 -0.0415536
1960:2:16:0 0.0143567 -0.138027 0.152384
1960:3:16:0 0.0352415 0.286721 -0.251479
1960:4:16:0 0.00710415 0.535258 -0.528154
1960:5:16:0 0.0320965 0.535257 -0.50316
1960:6:16:0 -0.121125 0.338122 -0.459247
1960:7:16:0 -0.163045 0.249361 -0.412406
1960:8:16:0 -0.233822 0.0387531 -0.272575
1960:9:16:0 -0.0262733 0.152051 -0.178324
1960:10:16:0 -0.227838 0.280028 -0.507866
1960:11:16:0 -0.27928 0.246782 -0.526062
1960:12:16:0 -0.0686463 0.326321 -0.394967
1961:1:16:0 -0.11474 -0.164735 0.0499943
1961:2:16:0 -0.0790509 -0.193124 0.114073
1961:3:16:0 -0.0236662 -0.0762075 0.0525413
1961:4:16:0 0.0132997 0.407522 -0.394222
1961:5:16:0 -0.164203 0.0439736 -0.208177
1961:6:16:0 -0.027956 -0.242397 0.214441
1961:7:16:0 0.221391 -0.722286 0.943677
1961:8:16:0 0.218819 -0.861482 1.0803
1961:9:16:0 0.211772 -0.729275 0.941047
1961:10:16:0 0.269053 -0.56617 0.835223
1961:11:16:0 0.129617 -0.459498 0.589116
1961:12:16:0 0.232223 -0.301101 0.533323
1962:1:16:0 0.112988 -0.582766 0.695753
1962:2:16:0 0.0116627 -0.71609 0.727753
1962:3:16:0 0.182145 -0.342637 0.524781
1962:4:16:0 0.0699519 -0.118955 0.188907
1962:5:16:0 -0.124473 0.0264329 -0.150906
1962:6:16:0 -0.233227 0.00681369 -0.240041
1962:7:16:0 -0.154214 -0.0126339 -0.14158
1962:8:16:0 0.057263 0.0444116 0.0128514
1962:9:16:0 0.0524825 -0.160023 0.212505
1962:10:16:0 0.0285548 -0.0386309 0.0671857
1962:11:16:0 0.0668899 -0.00532826 0.0722182
1962:12:16:0 0.158204 -0.0123063 0.17051
1963:1:16:0 0.0618148 -0.456135 0.51795
1963:2:16:0 0.0103551 -0.572705 0.58306
1963:3:16:0 -0.0700984 -0.445635 0.375536
1963:4:16:0 -0.0761542 -0.22456 0.148405
1963:5:16:0 -0.194757 -0.0956002 -0.0991568
1963:6:16:0 -0.145497 -0.111195 -0.0343021
1963:7:16:0 0.0903585 -0.438239 0.528598
1963:8:16:0 0.0930068 -0.683187 0.776194
1963:9:16:0 0.00777118 -0.465271 0.473043
1963:10:16:0 0.304554 -0.508451 0.813005
1963:11:16:0 0.368242 -0.219946 0.588188
1963:12:16:0 0.237605 0.0675178 0.170087
1964:1:16:0 0.328696 0.602535 -0.273839
1964:2:16:0 0.200664 0.703189 -0.502525
1964:3:16:0 0.203812 0.344061 -0.14025
1964:4:16:0 0.173398 0.196638 -0.0232405
1964:5:16:0 -0.239465 0.0555591 -0.295024
1964:6:16:0 -0.109441 0.017056 -0.126497
1964:7:16:0 -0.450177 0.0519304 -0.502108
1964:8:16:0 -0.517264 -0.151414 -0.36585
1964:9:16:0 -0.481283 0.0931926 -0.574476
1964:10:16:0 -0.409477 0.219304 -0.628782
1964:11:16:0 -0.406142 -0.405685 -0.000457466
1964:12:16:0 -0.337443 -0.39756 0.0601165
1965:1:16:0 -0.374067 -0.232277 -0.14179
1965:2:16:0 -0.256679 0.00491614 -0.261595
1965:3:16:0 -0.378659 -0.365209 -0.0134499
1965:4:16:0 -0.264176 -0.185262 -0.0789142
1965:5:16:0 -0.437211 -0.127754 -0.309457
1965:6:16:0 -0.414967 -0.150199 -0.264767
1965:7:16:0 -0.337102 -0.184501 -0.152601
1965:8:16:0 -0.158664 -0.220591 0.0619266
1965:9:16:0 0.0200868 -0.177364 0.197451
1965:10:16:0 0.0451751 -0.355097 0.400272
1965:11:16:0 -0.0032353 -0.0472534 0.0440181
1965:12:16:0 0.00630143 0.0665776 -0.0602762
1966:1:16:0 0.0227138 0.0691404 -0.0464265
1966:2:16:0 0.346198 0.323293 0.0229059
1966:3:16:0 0.0806118 0.253897 -0.173285
1966:4:16:0 -0.0890376 0.139153 -0.22819
1966:5:16:0 -0.207321 -0.00950104 -0.19782
1966:6:16:0 -0.0113683 -0.109276 0.0979077
1966:7:16:0 0.0597491 -0.253696 0.313445
1966:8:16:0 0.00688736 -0.423829 0.430716
1966:9:16:0 0.199135 -0.297538 0.496674
1966:10:16:0 0.03227 -0.0539666 0.0862367
1966:11:16:0 -0.00382264 0.0806729 -0.0844955
1966:12:16:0 -0.12816 -0.122521 -0.00563912
1967:1:16:0 -0.442159 -0.398602 -0.0435573
1967:2:16:0 -0.426658 -0.547212 0.120555
1967:3:16:0 -0.0676052 -0.486841 0.419236
1967:4:16:0 -0.110928 -0.0450867 -0.0658415
1967:5:16:0 0.0431998 -0.00790193 0.0511017
1967:6:16:0 0.0147489 -0.234608 0.249357
1967:7:16:0 -0.233565 -0.677603 0.444038
1967:8:16:0 -0.140425 -0.560015 0.41959
1967:9:16:0 -0.0800197 -0.607618 0.527599
1967:10:16:0 0.202612 -0.33227 0.534882
1967:11:16:0 0.150355 -0.138965 0.28932
1967:12:16:0 0.0485441 -0.231873 0.280417
1968:1:16:0 -0.0771655 -0.469409 0.392243
1968:2:16:0 0.0296122 -0.485295 0.514907
1968:3:16:0 -0.0475686 -0.372389 0.324821
1968:4:16:0 0.0437339 -0.224857 0.268591
1968:5:16:0 0.0486417 -0.0463202 0.0949619
1968:6:16:0 0.29267 0.00138369 0.291286
1968:7:16:0 -0.044742 0.160786 -0.205528
1968:8:16:0 0.0617224 0.210879 -0.149157
1968:9:16:0 0.0630507 0.396154 -0.333103
1968:10:16:0 0.0601076 0.198806 -0.138698
1968:11:16:0 0.0464682 0.219399 -0.17293
1968:12:16:0 0.210975 0.191288 0.0196873
1969:1:16:0 0.408257 0.382088 0.0261697
1969:2:16:0 0.401613 0.378644 0.0229692
1969:3:16:0 0.577229 0.343066 0.234163
1969:4:16:0 0.49839 0.339261 0.159129
1969:5:16:0 0.399732 0.333307 0.0664251
1969:6:16:0 -0.0607639 0.339916 -0.40068
1969:7:16:0 0.051711 0.136051 -0.0843395
1969:8:16:0 0.0215902 0.0631312 -0.041541
1969:9:16:0 0.193732 0.0502777 0.143454
1969:10:16:0 0.396446 0.210157 0.186289
1969:11:16:0 0.352043 0.0866762 0.265367
1969:12:16:0 0.40445 0.260304 0.144146
1970:1:16:0 0.655382 0.16966 0.485722
1970:2:16:0 0.439323 -0.0697327 0.509056
1970:3:16:0 0.460747 0.225292 0.235455
1970:4:16:0 0.387965 -0.0332501 0.421215
1970:5:16:0 0.334181 -0.0676425 0.401823
1970:6:16:0 0.0486408 0.221868 -0.173227
1970:7:16:0 0.0161354 0.269473 -0.253337
1970:8:16:0 0.0209594 0.0675177 -0.0465583
1970:9:16:0 0.0555954 0.259715 -0.20412
1970:10:16:0 -0.10246 0.1445 -0.246959
1970:11:16:0 -0.0300852 -0.00325345 -0.0268317
1970:12:16:0 -0.177358 -0.176854 -0.0005036
1971:1:16:0 -0.189602 -0.571179 0.381578
1971:2:16:0 -0.513965 -0.709152 0.195187
1971:3:16:0 -0.436882 -0.8135 0.376618
1971:4:16:0 -0.0237773 -0.474 0.450222
1971:5:16:0 -0.104159 -0.26079 0.156631
1971:6:16:0 -0.143351 -0.127272 -0.0160787
1971:7:16:0 -0.142173 -0.110468 -0.0317051
1971:8:16:0 -0.135895 0.0944238 -0.230318
1971:9:16:0 -0.215112 0.128239 -0.343352
1971:10:16:0 -0.203134 0.0306862 -0.23382
1971:11:16:0 0.026531 -0.267166 0.293697
1971:12:16:0 0.0313183 -0.416767 0.448085
1972:1:16:0 0.131893 -0.201188 0.333081
1972:2:16:0 -0.0547627 -0.0235857 -0.031177
1972:3:16:0 -0.194605 -0.393504 0.198899
1972:4:16:0 0.124596 -0.204983 0.329578
1972:5:16:0 0.29719 -0.0805296 0.37772
1972:6:16:0 0.665507 -0.282454 0.94796
1972:7:16:0 0.665109 -0.355549 1.02066
1972:8:16:0 0.629221 -0.18979 0.819011
1972:9:16:0 0.703912 -0.0517215 0.755633
1972:10:16:0 0.764913 0.0586485 0.706265
1972:11:16:0 0.82143 -0.111022 0.932452
1972:12:16:0 0.755988 0.0571636 0.698825
1973:1:16:0 0.741095 0.514711 0.226384
1973:2:16:0 0.423025 0.314185 0.10884
1973:3:16:0 0.429377 0.26344 0.165937
1973:4:16:0 0.547871 0.457456 0.0904153
1973:5:16:0 0.573118 0.264847 0.308271
1973:6:16:0 0.327691 0.336693 -0.00900194
1973:7:16:0 0.387129 0.562383 -0.175254
1973:8:16:0 0.243466 0.533043 -0.289577
1973:9:16:0 0.272675 0.639851 -0.367175
1973:10:16:0 0.254371 0.293402 -0.0390317
1973:11:16:0 0.121502 -0.0114682 0.132971
1973:12:16:0 -0.0760351 -0.368541 0.292506
1974:1:16:0 -0.160804 -0.632528 0.471724
1974:2:16:0 -0.234364 -0.579132 0.344767
1974:3:16:0 -0.15539 -0.57812 0.422731
1974:4:16:0 -0.188238 -0.341393 0.153155
1974:5:16:0 -0.18428 -0.169629 -0.0146513
1974:6:16:0 0.0866935 -0.101628 0.188321
1974:7:16:0 0.203716 0.131452 0.0722633
1974:8:16:0 0.0233101 0.212529 -0.189219
1974:9:16:0 -0.0143013 0.24429 -0.258592
1974:10:16:0 -0.178545 0.265029 -0.443574
1974:11:16:0 -0.313841 -0.05212 -0.261721
1974:12:16:0 -0.0461666 0.0723452 -0.118512
1975:1:16:0 -0.178908 -0.00503602 -0.173872
1975:2:16:0 -0.213455 -0.149952 -0.0635025
1975:3:16:0 -0.447595 -0.16208 -0.285515
1975:4:16:0 -0.0891552 -0.382027 0.292872
1975:5:16:0 0.125403 -0.166678 0.292082
1975:6:16:0 0.201226 -0.0684919 0.269718
1975:7:16:0 0.424419 0.151263 0.273156
1975:8:16:0 0.124682 0.164661 -0.0399788
1975:9:16:0 0.00325821 0.458684 -0.455426
1975:10:16:0 -0.477583 0.17798 -0.655562
1975:11:16:0 -0.312122 -0.259601 -0.0525215
1975:12:16:0 -0.394755 -0.459306 0.0645509
1976:1:16:0 -0.314859 -0.513414 0.198555
1976:2:16:0 -0.132167 -0.395661 0.263494
1976:3:16:0 -0.227121 -0.41544 0.188319
1976:4:16:0 -0.131261 -0.458674 0.327413
1976:5:16:0 -0.0705594 -0.291982 0.221423
1976:6:16:0 0.207336 -0.371195 0.578532
1976:7:16:0 0.242308 -0.648599 0.890906
1976:8:16:0 0.0637349 -0.339543 0.403278
1976:9:16:0 -0.0197079 -0.194825 0.175118
1976:10:16:0 -0.027968 -0.181099 0.153131
1976:11:16:0 -0.018915 -0.111596 0.0926809
1976:12:16:0 0.0373349 -0.223786 0.261121
1977:1:16:0 0.105114 -0.0780968 0.183211
1977:2:16:0 -0.208307 -0.135849 -0.072458
1977:3:16:0 -0.0229436 -0.365004 0.342061
1977:4:16:0 0.181371 0.00259648 0.178774
1977:5:16:0 0.121663 0.240467 -0.118805
1977:6:16:0 0.361744 0.247928 0.113816
1977:7:16:0 0.153869 0.0138106 0.140058
1977:8:16:0 0.101789 0.0670232 0.034766
1977:9:16:0 0.127556 -0.000367197 0.127923
1977:10:16:0 0.407486 -0.210725 0.61821
1977:11:16:0 0.446227 0.313048 0.133179
1977:12:16:0 0.458998 0.261006 0.197992
1978:1:16:0 0.248524 0.696124 -0.4476
1978:2:16:0 0.193744 0.540105 -0.346361
1978:3:16:0 0.155581 0.568886 -0.413305
1978:4:16:0 0.0144223 0.0296627 -0.0152403
1978:5:16:0 -0.316399 -0.000552948 -0.315846
1978:6:16:0 -0.215836 -0.244674 0.0288378
1978:7:16:0 0.071903 -0.130884 0.202787
1978:8:16:0 0.0858415 -0.0080148 0.0938563
1978:9:16:0 0.00496837 -0.134546 0.139514
1978:10:16:0 -0.0347365 0.0716233 -0.10636
1978:11:16:0 0.0327977 0.208043 -0.175245
1978:12:16:0 0.0221341 0.046034 -0.0238999
1979:1:16:0 0.523398 0.0254271 0.497971
1979:2:16:0 0.416604 0.387589 0.0290147
1979:3:16:0 0.3306 0.19622 0.13438
1979:4:16:0 0.17165 0.177164 -0.00551412
1979:5:16:0 0.208177 0.431057 -0.222881
1979:6:16:0 0.368798 0.0557103 0.313088
1979:7:16:0 0.0580863 0.0588943 -0.000807952
1979:8:16:0 -0.0746946 -0.150067 0.0753726
1979:9:16:0 0.115443 -0.00170456 0.117148
1979:10:16:0 0.139342 0.060709 0.078633
1979:11:16:0 0.12829 0.101158 0.0271319
1979:12:16:0 0.219628 0.0880645 0.131563
1980:1:16:0 0.138268 0.109686 0.0285821
1980:2:16:0 0.0951779 0.111859 -0.0166806
1980:3:16:0 -0.0649178 0.1814 -0.246317
1980:4:16:0 0.154006 0.0414749 0.112531
1980:5:16:0 0.430642 0.27085 0.159793
1980:6:16:0 -0.0187979 0.143793 -0.162591
1980:7:16:0 0.121275 0.451897 -0.330623
1980:8:16:0 0.127975 0.629174 -0.501199
1980:9:16:0 0.20965 0.546059 -0.336409
1980:10:16:0 0.296743 0.562957 -0.266214
1980:11:16:0 0.305781 0.45509 -0.14931
1980:12:16:0 0.233785 0.492827 -0.259042
1981:1:16:0 0.142474 0.158618 -0.0161442
1981:2:16:0 0.19479 0.042593 0.152197
1981:3:16:0 0.406049 0.215772 0.190277
1981:4:16:0 0.174357 -0.115208 0.289565
1981:5:16:0 0.156262 -0.0439965 0.200258
1981:6:16:0 -0.00191676 0.0215028 -0.0234196
1981:7:16:0 0.0858667 0.323965 -0.238099
1981:8:16:0 0.0157402 0.326718 -0.310977
1981:9:16:0 0.0128715 0.362054 -0.349183
1981:10:16:0 0.160778 0.373106 -0.212328
1981:11:16:0 0.0297535 0.0801451 -0.0503915
1981:12:16:0 0.236665 0.0209251 0.21574
1982:1:16:0 0.173918 -0.157032 0.33095
1982:2:16:0 0.115509 -0.238585 0.354094
1982:3:16:0 0.169807 -0.0526665 0.222474
1982:4:16:0 0.227326 -0.0938688 0.321194
1982:5:16:0 0.352715 -0.0928793 0.445594
1982:6:16:0 0.263051 -0.206114 0.469165
1982:7:16:0 0.346274 -0.23672 0.582993
1982:8:16:0 0.33765 -0.222004 0.559654
1982:9:16:0 0.50682 -0.32677 0.83359
1982:10:16:0 0.653915 -0.351702 1.00562
1982:11:16:0 0.535487 -0.0181328 0.55362
1982:12:16:0 0.570609 0.501692 0.0689172
1983:1:16:0 0.553576 0.847266 -0.293689
1983:2:16:0 0.613263 1.01396 -0.400693
1983:3:16:0 0.570888 1.14789 -0.577006
1983:4:16:0 0.717417 1.06113 -0.343715
1983:5:16:0 0.779033 0.610809 0.168224
1983:6:16:0 1.12313 0.53569 0.587441
1983:7:16:0 1.13515 0.294595 0.840556
1983:8:16:0 0.906404 0.252347 0.654057
1983:9:16:0 0.6366 0.308568 0.328032
1983:10:16:0 0.396219 0.29155 0.104669
1983:11:16:0 0.513967 0.572034 -0.0580667
1983:12:16:0 0.392108 0.255953 0.136155
1984:1:16:0 0.0532181 0.0877149 -0.0344968
1984:2:16:0 -0.224068 -0.261448 0.0373799
1984:3:16:0 -0.0420783 -0.095879 0.0538007
1984:4:16:0 0.106083 -0.154979 0.261062
1984:5:16:0 -0.160605 -0.0892111 -0.0713937
1984:6:16:0 -0.158257 -0.023586 -0.134671
1984:7:16:0 0.00559406 0.0454945 -0.0399004
1984:8:16:0 -0.0176768 0.164054 -0.181731
1984:9:16:0 0.0615986 0.263348 -0.201749
1984:10:16:0 -0.00996801 0.246567 -0.256535
1984:11:16:0 0.0749393 0.210409 -0.135469
1984:12:16:0 0.057876 0.0990429 -0.041167
1985:1:16:0 0.03244 0.306902 -0.274462
1985:2:16:0 -0.116711 0.325115 -0.441826
1985:3:16:0 -0.120577 0.245311 -0.365889
1985:4:16:0 0.165287 0.162937 0.00234997
1985:5:16:0 0.022771 0.0212853 0.00148576
1985:6:16:0 -0.317499 0.0893838 -0.406883
1985:7:16:0 0.0696493 0.151044 -0.0813947
1985:8:16:0 0.00939061 0.154976 -0.145585
1985:9:16:0 0.18121 0.0230439 0.158166
1985:10:16:0 0.101255 0.209036 -0.107781
1985:11:16:0 0.237159 -0.113102 0.350262
1985:12:16:0 0.24727 0.433122 -0.185853
1986:1:16:0 0.0944147 0.017952 0.0764627
1986:2:16:0 0.189627 0.14171 0.0479171
1986:3:16:0 0.0579399 0.0872307 -0.0292908
1986:4:16:0 0.0945273 0.173994 -0.0794666
1986:5:16:0 0.352263 0.282572 0.0696916
1986:6:16:0 0.309746 0.37357 -0.0638243
1986:7:16:0 0.21547 0.448483 -0.233013
1986:8:16:0 0.190231 0.289007 -0.0987766
1986:9:16:0 0.361995 0.119314 0.242681
1986:10:16:0 0.433919 0.100453 0.333466
1986:11:16:0 0.510123 0.483052 0.0270713
1986:12:16:0 0.469032 0.515403 -0.0463711
1987:1:16:0 0.479054 0.378895 0.100159
1987:2:16:0 0.485197 0.259079 0.226118
1987:3:16:0 0.566091 0.53762 0.0284718
1987:4:16:0 0.544057 0.494428 0.049629
1987:5:16:0 0.932699 0.540131 0.392568
1987:6:16:0 0.692914 0.371846 0.321069
1987:7:16:0 0.80675 0.289763 0.516987
1987:8:16:0 0.913061 0.31583 0.597232
1987:9:16:0 0.962973 0.182803 0.78017
1987:10:16:0 0.860374 0.224912 0.635462
1987:11:16:0 0.777605 0.555315 0.22229
1987:12:16:0 0.74633 0.363733 0.382597
1988:1:16:0 0.948494 0.412812 0.535682
1988:2:16:0 0.830406 0.796993 0.0334128
1988:3:16:0 0.731212 0.872377 -0.141165
1988:4:16:0 0.592675 0.513762 0.0789132
1988:5:16:0 0.31919 0.600496 -0.281306
1988:6:16:0 0.385262 0.43362 -0.0483579
1988:7:16:0 0.557568 0.385862 0.171706
1988:8:16:0 0.610975 0.590493 0.0204827
1988:9:16:0 0.514806 0.51641 -0.00160396
1988:10:16:0 0.436253 0.562405 -0.126152
1988:11:16:0 0.383686 0.282469 0.101217
1988:12:16:0 0.490694 0.0944411 0.396253
1989:1:16:0 0.118445 0.205014 -0.0865691
1989:2:16:0 0.135446 -0.00897019 0.144416
1989:3:16:0 -0.0370751 0.10734 -0.144415
1989:4:16:0 -0.0985375 0.170936 -0.269474
1989:5:16:0 0.00580291 0.369866 -0.364063
1989:6:16:0 -0.0758196 0.481061 -0.556881
1989:7:16:0 0.26343 0.384835 -0.121406
1989:8:16:0 0.312398 0.314136 -0.00173795
1989:9:16:0 0.484931 0.309323 0.175608
1989:10:16:0 0.450971 0.469787 -0.0188152
1989:11:16:0 0.513785 0.577009 -0.0632243
1989:12:16:0 0.448059 0.384458 0.0636005
1990:1:16:0 0.480885 0.401634 0.0792505
1990:2:16:0 0.723376 0.829576 -0.1062
1990:3:16:0 0.537343 0.509877 0.0274668
1990:4:16:0 0.389755 0.570076 -0.180321
1990:5:16:0 0.360357 0.484102 -0.123745
1990:6:16:0 0.113301 0.46534 -0.352039
1990:7:16:0 0.478306 0.412817 0.0654885
1990:8:16:0 0.463642 0.545908 -0.0822651
1990:9:16:0 0.427907 0.216273 0.211634
1990:10:16:0 0.469662 0.425196 0.0444657
1990:11:16:0 0.515929 0.335198 0.180731
1990:12:16:0 0.720961 0.486665 0.234297
1991:1:16:0 0.660195 0.416676 0.24352
1991:2:16:0 0.469906 0.391917 0.0779894
1991:3:16:0 0.51288 0.385981 0.1269
1991:4:16:0 0.733387 0.248894 0.484493
1991:5:16:0 0.80937 0.21231 0.59706
1991:6:16:0 0.727211 0.257775 0.469436
1991:7:16:0 0.613111 0.0383941 0.574717
1991:8:16:0 0.319662 -0.0354886 0.355151
1991:9:16:0 0.507334 0.0227515 0.484582
1991:10:16:0 0.46971 0.12462 0.345089
1991:11:16:0 0.412563 0.10764 0.304922
1991:12:16:0 0.483441 0.184687 0.298754
1992:1:16:0 0.414872 0.557088 -0.142216
1992:2:16:0 0.343689 0.555059 -0.211369
1992:3:16:0 0.205537 0.711567 -0.506029
1992:4:16:0 0.25177 0.601514 -0.349744
1992:5:16:0 0.423429 0.745999 -0.32257
1992:6:16:0 0.408925 1.05003 -0.641105
1992:7:16:0 0.600077 0.759745 -0.159667
1992:8:16:0 0.26603 0.724337 -0.458306
1992:9:16:0 0.232977 0.669629 -0.436652
1992:10:16:0 0.191712 0.430198 -0.238486
1992:11:16:0 0.286266 0.409017 -0.122751
1992:12:16:0 0.318924 0.403861 -0.0849368
1993:1:16:0 0.393705 0.41039 -0.0166848
1993:2:16:0 0.396881 0.184097 0.212783
1993:3:16:0 0.162942 0.294455 -0.131513
1993:4:16:0 0.244474 0.227094 0.0173798
1993:5:16:0 0.517631 0.320519 0.197112
1993:6:16:0 0.46286 0.356267 0.106593
1993:7:16:0 0.405497 0.247397 0.1581
1993:8:16:0 0.354142 0.357591 -0.00344905
1993:9:16:0 0.386451 0.16712 0.219331
1993:10:16:0 0.281399 0.0548647 0.226535
1993:11:16:0 0.459353 0.339826 0.119527
1993:12:16:0 0.329667 0.308162 0.0215047
1994:1:16:0 0.460855 0.254087 0.206768
1994:2:16:0 0.232592 0.19382 0.0387728
1994:3:16:0 0.221743 -0.139289 0.361032
1994:4:16:0 0.363274 -0.177792 0.541066
1994:5:16:0 0.527347 -0.22947 0.756818
1994:6:16:0 0.270974 -0.36679 0.637763
1994:7:16:0 0.368083 -0.490616 0.858698
1994:8:16:0 0.39298 -0.709273 1.10225
1994:9:16:0 0.237254 -0.679724 0.916978
1994:10:16:0 0.638645 -0.440613 1.07926
1994:11:16:0 0.497067 -0.0614445 0.558511
1994:12:16:0 0.542974 0.0497913 0.493182
1995:1:16:0 0.449504 0.129943 0.319561
1995:2:16:0 0.548025 0.209917 0.338108
1995:3:16:0 0.345815 0.228809 0.117006
1995:4:16:0 0.389938 0.404996 -0.0150588
1995:5:16:0 0.518709 0.545112 -0.0264024
1995:6:16:0 0.554913 0.416825 0.138088
1995:7:16:0 0.649704 0.502755 0.14695
1995:8:16:0 0.540164 0.373855 0.166309
1995:9:16:0 0.46398 0.246139 0.217841
1995:10:16:0 0.48253 0.456158 0.0263723
1995:11:16:0 0.481261 0.495985 -0.0147232
1995:12:16:0 0.486405 0.163807 0.322598
1996:1:16:0 0.519827 0.355824 0.164003
1996:2:16:0 0.47991 0.323559 0.156352
1996:3:16:0 0.377255 0.286035 0.0912201
1996:4:16:0 0.257671 0.415122 -0.15745
1996:5:16:0 0.189153 0.227201 -0.0380487
1996:6:16:0 0.210201 0.386139 -0.175939
1996:7:16:0 0.217814 0.541801 -0.323987
1996:8:16:0 0.121355 0.490212 -0.368857
1996:9:16:0 0.0923775 0.40585 -0.313472
1996:10:16:0 -0.0713092 0.642174 -0.713483
1996:11:16:0 0.0846721 0.60001 -0.515338
1996:12:16:0 0.163586 0.344879 -0.181292
1997:1:16:0 0.132356 0.0498812 0.082475
1997:2:16:0 0.0466962 -0.211761 0.258457
1997:3:16:0 0.343162 0.133504 0.209658
1997:4:16:0 0.404028 0.149894 0.254134
1997:5:16:0 0.377937 0.125654 0.252283
1997:6:16:0 0.508818 0.208848 0.29997
1997:7:16:0 0.573879 -0.189873 0.763752
1997:8:16:0 0.701413 -0.237583 0.938996
1997:9:16:0 0.814282 -0.342357 1.15664
1997:10:16:0 0.870679 -0.384859 1.25554
1997:11:16:0 1.04623 -0.494023 1.54025
1997:12:16:0 1.06442 -0.0254069 1.08983
1998:1:16:0 1.23171 0.531773 0.699935
1998:2:16:0 1.32939 0.723155 0.606239
1998:3:16:0 1.1655 1.04418 0.121312
1998:4:16:0 1.11614 0.858548 0.25759
1998:5:16:0 1.13983 0.772286 0.367541
1998:6:16:0 1.13768 0.77008 0.367603
1998:7:16:0 0.873823 0.929241 -0.0554176
1998:8:16:0 0.777518 1.03124 -0.253725
1998:9:16:0 0.663408 0.749487 -0.0860786
1998:10:16:0 0.537916 0.878032 -0.340116
1998:11:16:0 0.384467 0.752464 -0.367997
1998:12:16:0 0.355699 0.453945 -0.0982462
1999:1:16:0 0.321744 0.255977 0.0657678
1999:2:16:0 0.273205 0.116779 0.156426
1999:3:16:0 0.465394 0.18509 0.280304
1999:4:16:0 0.351945 0.148526 0.203419
1999:5:16:0 0.166262 0.122868 0.0433931
1999:6:16:0 0.325615 0.246566 0.0790495
1999:7:16:0 0.48973 0.0646231 0.425107
1999:8:16:0 0.430067 0.103957 0.32611
1999:9:16:0 0.511442 0.166513 0.344929
1999:10:16:0 0.288149 0.0896307 0.198518
1999:11:16:0 0.393662 0.229727 0.163935
1999:12:16:0 0.318751 0.231679 0.0870727
2000:1:16:0 0.266532 0.201119 0.0654135
2000:2:16:0 0.157985 -0.0197779 0.177763
2000:3:16:0 0.283853 -0.0303261 0.314179
2000:4:16:0 0.334573 -0.018657 0.35323
2000:5:16:0 0.346138 0.00477491 0.341364
2000:6:16:0 0.137309 -0.0607201 0.198029
2000:7:16:0 0.30894 -0.0895242 0.398464
2000:8:16:0 0.499317 0.0542769 0.44504
2000:9:16:0 0.534062 0.227379 0.306684
2000:10:16:0 0.523092 0.279863 0.243229
2000:11:16:0 0.447008 0.475289 -0.0282812
2000:12:16:0 0.302624 0.314025 -0.0114015
2001:1:16:0 0.0840838 0.325884 -0.2418
2001:2:16:0 0.203791 0.0371067 0.166685
2001:3:16:0 0.433277 0.278819 0.154458
2001:4:16:0 0.478447 0.136057 0.34239
2001:5:16:0 0.628856 0.267163 0.361692
2001:6:16:0 0.684231 0.341415 0.342816
2001:7:16:0 0.496286 0.317199 0.179087
2001:8:16:0 0.415812 0.405093 0.0107186
2001:9:16:0 0.529373 0.359881 0.169492
2001:10:16:0 0.385336 0.444723 -0.059387
2001:11:16:0 0.570745 0.537445 0.0332999
